NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,5,2,1,2,4,12,1
20,5,100,4,5,2,1,2,5,13,3
20,5,100,4,5,3,1,3,1,12,2
20,5,100,4,5,3,1,3,2,13,4
20,5,100,4,5,3,1,3,3,13,5
20,5,100,4,5,3,1,3,4,12,3
20,5,100,4,5,3,1,3,5,13,5
20,5,100,4,5,4,1,4,1,12,4
20,5,100,4,5,4,1,4,2,13,2
20,5,100,4,5,4,1,4,3,13,4
20,5,100,4,5,4,1,4,4,12,2
20,5,100,4,5,4,1,4,5,13,3
20,5,100,4,5,5,1,5,1,12,3
20,5,100,4,5,5,1,5,2,13,5
20,5,100,4,5,5,1,5,3,13,2
20,5,100,4,5,5,1,5,4,12,4
20,5,100,4,5,5,1,5,5,13,3
20,5,100,4,5,6,1,6,1,12,4
20,5,100,4,5,6,1,6,2,13,2
20,5,100,4,5,6,1,6,3,13,4
20,5,100,4,5,6,1,6,4,12,5
20,5,100,4,5,6,1,6,5,13,3
20,5,100,4,5,7,1,7,1,12,5
20,5,100,4,5,7,1,7,2,13,3
20,5,100,4,5,7,1,7,3,13,2
20,5,100,4,5,7,1,7,4,12,3
20,5,100,4,5,7,1,7,5,13,4
20,5,100,4,5,8,1,8,1,12,4
20,5,100,4,5,8,1,8,2,13,2
20,5,100,4,5,8,1,8,3,13,4
20,5,100,4,5,8,1,8,4,12,2
20,5,100,4,5,8,1,8,5,13,3
20,5,100,4,5,9,1,9,1,12,3
20,5,100,4,5,9,1,9,2,13,5
20,5,100,4,5,9,1,9,3,13,2
20,5,100,4,5,9,1,9,4,12,4
20,5,100,4,5,9,1,9,5,13,3
20,5,100,4,5,10,1,10,1,12,4
20,5,100,4,5,10,1,10,2,13,2
20,5,100,4,5,10,1,10,3,13,4
20,5,100,4,5,10,1,10,4,12,5
20,5,100,4,5,10,1,10,5,13,3
20,5,100,4,5,11,1,11,1,12,5
20,5,100,4,5,11,1,11,2,13,3
20,5,100,4,5,11,1,11,3,13,2
20,5,100,4,5,11,1,11,4,12,3
20,5,100,4,5,11,1,11,5,13,4
20,5,100,4,5,12,1,12,1,12,4
20,5,100,4,5,12,1,12,2,13,2
20,5,100,4,5,12,1,12,3,13,4
20,5,100,4,5,12,1,12,4,12,2
20,5,100,4,5,12,1,12,5,13,3
20,5,100,4,5,13,1,13,1,12,3
20,5,100,4,5,13,1,13,2,13,5
20,5,100,4,5,13,1,13,3,13,2
20,5,100,4,5,13,1,13,4,12,4
20,5,100,4,5,13,1,13,5,13,3
20,5,100,4,5,14,1,14,1,12,4
20,5,100,4,5,14,1,14,2,13,2
20,5,100,4,5,14,1,14,3,13,4
20,5,100,4,5,14,1,14,4,12,5
20,5,100,4,5,14,1,14,5,13,3
20,5,100,4,5,15,1,15,1,12,5
20,5,100,4,5,15,1,15,2,13,3
20,5,100,4,5,15,1,15,3,13,2
20,5,100,4,5,15,1,15,4,12,3
20,5,100,4,5,15,1,15,5,13,4
20,5,100,4,5,16,1,16,1,12,4
20,5,100,4,5,16,1,16,2,13,2
20,5,100,4,5,16,1,16,3,13,4
20,5,100,4,5,16,1,16,4,12,2
20,5,100,4,5,16,1,16,5,13,3
20,5,100,4,5,17,1,17,1,12,3
20,5,100,4,5,17,1,17,2,13,5
20,5,100,4,5,17,1,17,3,13,2
20,5,100,4,5,17,1,17,4,12,4
20,5,100,4,5,17,1,17,5,13,3
20,5,100,4,5,18,1,18,1,12,4
20,5,100,4,5,18,1,18,2,13,2
20,5,100,4,5,18,1,18,3,13,4
20,5,100,4,5,18,1,18,4,12,5
20,5,100,4,5,18,1,18,5,13,3
20,5,100,4,5,19,1,19,1,12,5
20,5,100,4,5,19,1,19,2,13,3
20,5,100,4,5,19,1,19,3,13,2
20,5,100,4,5,19,1,19,4,12,3
20,5,100,4,5,19,1,19,5,13,4
20,5,100,4,5,20,1,20,1,12,4
20,5,100,4,5,20,1,20,2,13,2
20,5,100,4,5,20,1,20,3,13,4
20,5,100,4,5,20,1,20,4,12,2
20,5,100,4,5,20,1,20,5,13,3
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,5,1,2,1,1,6,0
20,5,100,4,5,1,2,1,2,9,3
20,5,100,4,5,1,2,1,3,9,2
20,5,100,4,5,1,2,1,4,13,3
20,5,100,4,5,1,2,1,5,13,5
20,5,100,4,5,2,2,2,1,14,1
20,5,100,4,5,2,2,2,2,13,0
20,5,100,4,5,2,2,2,3,11,2
20,5,100,4,5,2,2,2,4,13,3
20,5,100,4,5,2,2,2,5,13,3
20,5,100,4,5,3,2,3,1,14,3
20,5,100,4,5,3,2,3,2,13,1
20,5,100,4,5,3,2,3,3,11,2
20,5,100,4,5,3,2,3,4,13,3
20,5,100,4,5,3,2,3,5,13,3
20,5,100,4,5,4,2,4,1,14,3
20,5,100,4,5,4,2,4,2,13,1
20,5,100,4,5,4,2,4,3,10,1
20,5,100,4,5,4,2,4,4,13,5
20,5,100,4,5,4,2,4,5,13,1
20,5,100,4,5,5,2,5,1,14,5
20,5,100,4,5,5,2,5,2,13,4
20,5,100,4,5,5,2,5,3,11,2
20,5,100,4,5,5,2,5,4,13,3
20,5,100,4,5,5,2,5,5,13,3
20,5,100,4,5,6,2,6,1,14,3
20,5,100,4,5,6,2,6,2,13,1
20,5,100,4,5,6,2,6,3,10,1
20,5,100,4,5,6,2,6,4,13,5
20,5,100,4,5,6,2,6,5,13,1
20,5,100,4,5,7,2,7,1,14,5
20,5,100,4,5,7,2,7,2,13,4
20,5,100,4,5,7,2,7,3,11,2
20,5,100,4,5,7,2,7,4,13,3
20,5,100,4,5,7,2,7,5,13,3
20,5,100,4,5,8,2,8,1,14,3
20,5,100,4,5,8,2,8,2,13,1
20,5,100,4,5,8,2,8,3,10,1
20,5,100,4,5,8,2,8,4,13,5
20,5,100,4,5,8,2,8,5,13,1
20,5,100,4,5,9,2,9,1,14,5
20,5,100,4,5,9,2,9,2,13,4
20,5,100,4,5,9,2,9,3,11,2
20,5,100,4,5,9,2,9,4,13,3
20,5,100,4,5,9,2,9,5,13,3
20,5,100,4,5,10,2,10,1,14,3
20,5,100,4,5,10,2,10,2,13,1
20,5,100,4,5,10,2,10,3,10,1
20,5,100,4,5,10,2,10,4,13,5
20,5,100,4,5,10,2,10,5,13,1
20,5,100,4,5,11,2,11,1,14,5
20,5,100,4,5,11,2,11,2,13,4
20,5,100,4,5,11,2,11,3,11,2
20,5,100,4,5,11,2,11,4,13,3
20,5,100,4,5,11,2,11,5,13,3
20,5,100,4,5,12,2,12,1,14,3
20,5,100,4,5,12,2,12,2,13,1
20,5,100,4,5,12,2,12,3,10,1
20,5,100,4,5,12,2,12,4,13,5
20,5,100,4,5,12,2,12,5,13,1
20,5,100,4,5,13,2,13,1,14,5
20,5,100,4,5,13,2,13,2,13,4
20,5,100,4,5,13,2,13,3,11,2
20,5,100,4,5,13,2,13,4,13,3
20,5,100,4,5,13,2,13,5,13,3
20,5,100,4,5,14,2,14,1,14,3
20,5,100,4,5,14,2,14,2,13,1
20,5,100,4,5,14,2,14,3,10,1
20,5,100,4,5,14,2,14,4,13,5
20,5,100,4,5,14,2,14,5,13,1
20,5,100,4,5,15,2,15,1,14,5
20,5,100,4,5,15,2,15,2,13,4
20,5,100,4,5,15,2,15,3,11,2
20,5,100,4,5,15,2,15,4,13,3
20,5,100,4,5,15,2,15,5,13,3
20,5,100,4,5,16,2,16,1,14,3
20,5,100,4,5,16,2,16,2,13,1
20,5,100,4,5,16,2,16,3,10,1
20,5,100,4,5,16,2,16,4,13,5
20,5,100,4,5,16,2,16,5,13,1
20,5,100,4,5,17,2,17,1,14,5
20,5,100,4,5,17,2,17,2,13,4
20,5,100,4,5,17,2,17,3,11,2
20,5,100,4,5,17,2,17,4,13,3
20,5,100,4,5,17,2,17,5,13,3
20,5,100,4,5,18,2,18,1,14,3
20,5,100,4,5,18,2,18,2,13,1
20,5,100,4,5,18,2,18,3,10,1
20,5,100,4,5,18,2,18,4,13,5
20,5,100,4,5,18,2,18,5,13,1
20,5,100,4,5,19,2,19,1,14,5
20,5,100,4,5,19,2,19,2,13,4
20,5,100,4,5,19,2,19,3,11,2
20,5,100,4,5,19,2,19,4,13,3
20,5,100,4,5,19,2,19,5,13,3
20,5,100,4,5,20,2,20,1,14,3
20,5,100,4,5,20,2,20,2,13,1
20,5,100,4,5,20,2,20,3,10,1
20,5,100,4,5,20,2,20,4,13,5
20,5,100,4,5,20,2,20,5,13,1
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,5,1,3,1,1,6,0
20,5,100,4,5,1,3,1,2,10,0
20,5,100,4,5,1,3,1,3,10,1
20,5,100,4,5,1,3,1,4,12,2
20,5,100,4,5,1,3,1,5,12,5
20,5,100,4,5,2,3,2,1,14,2
20,5,100,4,5,2,3,2,2,13,2
20,5,100,4,5,2,3,2,3,11,0
20,5,100,4,5,2,3,2,4,12,5
20,5,100,4,5,2,3,2,5,12,1
20,5,100,4,5,3,3,3,1,14,2
20,5,100,4,5,3,3,3,2,13,2
20,5,100,4,5,3,3,3,3,11,2
20,5,100,4,5,3,3,3,4,12,4
20,5,100,4,5,3,3,3,5,12,5
20,5,100,4,5,4,3,4,1,14,2
20,5,100,4,5,4,3,4,2,13,2
20,5,100,4,5,4,3,4,3,11,0
20,5,100,4,5,4,3,4,4,12,5
20,5,100,4,5,4,3,4,5,12,1
20,5,100,4,5,5,3,5,1,14,2
20,5,100,4,5,5,3,5,2,13,2
20,5,100,4,5,5,3,5,3,11,5
20,5,100,4,5,5,3,5,4,12,4
20,5,100,4,5,5,3,5,5,12,3
20,5,100,4,5,6,3,6,1,14,4
20,5,100,4,5,6,3,6,2,13,1
20,5,100,4,5,6,3,6,3,12,3
20,5,100,4,5,6,3,6,4,12,4
20,5,100,4,5,6,3,6,5,12,3
20,5,100,4,5,7,3,7,1,14,4
20,5,100,4,5,7,3,7,2,13,0
20,5,100,4,5,7,3,7,3,11,0
20,5,100,4,5,7,3,7,4,12,2
20,5,100,4,5,7,3,7,5,12,5
20,5,100,4,5,8,3,8,1,14,2
20,5,100,4,5,8,3,8,2,13,2
20,5,100,4,5,8,3,8,3,11,0
20,5,100,4,5,8,3,8,4,12,5
20,5,100,4,5,8,3,8,5,12,1
20,5,100,4,5,9,3,9,1,14,2
20,5,100,4,5,9,3,9,2,13,2
20,5,100,4,5,9,3,9,3,11,5
20,5,100,4,5,9,3,9,4,12,4
20,5,100,4,5,9,3,9,5,12,3
20,5,100,4,5,10,3,10,1,14,4
20,5,100,4,5,10,3,10,2,13,1
20,5,100,4,5,10,3,10,3,12,3
20,5,100,4,5,10,3,10,4,12,4
20,5,100,4,5,10,3,10,5,12,3
20,5,100,4,5,11,3,11,1,14,4
20,5,100,4,5,11,3,11,2,13,0
20,5,100,4,5,11,3,11,3,11,0
20,5,100,4,5,11,3,11,4,12,2
20,5,100,4,5,11,3,11,5,12,5
20,5,100,4,5,12,3,12,1,14,2
20,5,100,4,5,12,3,12,2,13,2
20,5,100,4,5,12,3,12,3,11,0
20,5,100,4,5,12,3,12,4,12,5
20,5,100,4,5,12,3,12,5,12,1
20,5,100,4,5,13,3,13,1,14,2
20,5,100,4,5,13,3,13,2,13,2
20,5,100,4,5,13,3,13,3,11,5
20,5,100,4,5,13,3,13,4,12,4
20,5,100,4,5,13,3,13,5,12,3
20,5,100,4,5,14,3,14,1,14,4
20,5,100,4,5,14,3,14,2,13,1
20,5,100,4,5,14,3,14,3,12,3
20,5,100,4,5,14,3,14,4,12,4
20,5,100,4,5,14,3,14,5,12,3
20,5,100,4,5,15,3,15,1,14,4
20,5,100,4,5,15,3,15,2,13,0
20,5,100,4,5,15,3,15,3,11,0
20,5,100,4,5,15,3,15,4,12,2
20,5,100,4,5,15,3,15,5,12,5
20,5,100,4,5,16,3,16,1,14,2
20,5,100,4,5,16,3,16,2,13,2
20,5,100,4,5,16,3,16,3,11,0
20,5,100,4,5,16,3,16,4,12,5
20,5,100,4,5,16,3,16,5,12,1
20,5,100,4,5,17,3,17,1,14,2
20,5,100,4,5,17,3,17,2,13,2
20,5,100,4,5,17,3,17,3,11,5
20,5,100,4,5,17,3,17,4,12,4
20,5,100,4,5,17,3,17,5,12,3
20,5,100,4,5,18,3,18,1,14,4
20,5,100,4,5,18,3,18,2,13,1
20,5,100,4,5,18,3,18,3,12,3
20,5,100,4,5,18,3,18,4,12,4
20,5,100,4,5,18,3,18,5,12,3
20,5,100,4,5,19,3,19,1,14,4
20,5,100,4,5,19,3,19,2,13,0
20,5,100,4,5,19,3,19,3,11,0
20,5,100,4,5,19,3,19,4,12,2
20,5,100,4,5,19,3,19,5,12,5
20,5,100,4,5,20,3,20,1,14,2
20,5,100,4,5,20,3,20,2,13,2
20,5,100,4,5,20,3,20,3,11,0
20,5,100,4,5,20,3,20,4,12,5
20,5,100,4,5,20,3,20,5,12,1
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,5,1,4,1,1,4,0
20,5,100,4,5,1,4,1,2,7,2
20,5,100,4,5,1,4,1,3,10,4
20,5,100,4,5,1,4,1,4,12,5
20,5,100,4,5,1,4,1,5,14,4
20,5,100,4,5,2,4,2,1,13,1
20,5,100,4,5,2,4,2,2,11,1
20,5,100,4,5,2,4,2,3,12,3
20,5,100,4,5,2,4,2,4,12,3
20,5,100,4,5,2,4,2,5,14,2
20,5,100,4,5,3,4,3,1,13,2
20,5,100,4,5,3,4,3,2,11,2
20,5,100,4,5,3,4,3,3,12,4
20,5,100,4,5,3,4,3,4,12,5
20,5,100,4,5,3,4,3,5,14,5
20,5,100,4,5,4,4,4,1,13,1
20,5,100,4,5,4,4,4,2,11,2
20,5,100,4,5,4,4,4,3,12,4
20,5,100,4,5,4,4,4,4,12,5
20,5,100,4,5,4,4,4,5,14,4
20,5,100,4,5,5,4,5,1,13,3
20,5,100,4,5,5,4,5,2,11,2
20,5,100,4,5,5,4,5,3,12,4
20,5,100,4,5,5,4,5,4,12,5
20,5,100,4,5,5,4,5,5,14,5
20,5,100,4,5,6,4,6,1,13,3
20,5,100,4,5,6,4,6,2,11,0
20,5,100,4,5,6,4,6,3,12,2
20,5,100,4,5,6,4,6,4,12,3
20,5,100,4,5,6,4,6,5,14,5
20,5,100,4,5,7,4,7,1,13,2
20,5,100,4,5,7,4,7,2,11,3
20,5,100,4,5,7,4,7,3,12,5
20,5,100,4,5,7,4,7,4,12,5
20,5,100,4,5,7,4,7,5,14,4
20,5,100,4,5,8,4,8,1,13,1
20,5,100,4,5,8,4,8,2,11,2
20,5,100,4,5,8,4,8,3,12,4
20,5,100,4,5,8,4,8,4,12,4
20,5,100,4,5,8,4,8,5,14,3
20,5,100,4,5,9,4,9,1,13,3
20,5,100,4,5,9,4,9,2,11,2
20,5,100,4,5,9,4,9,3,12,4
20,5,100,4,5,9,4,9,4,12,5
20,5,100,4,5,9,4,9,5,14,5
20,5,100,4,5,10,4,10,1,13,3
20,5,100,4,5,10,4,10,2,11,0
20,5,100,4,5,10,4,10,3,12,2
20,5,100,4,5,10,4,10,4,12,3
20,5,100,4,5,10,4,10,5,14,5
20,5,100,4,5,11,4,11,1,13,2
20,5,100,4,5,11,4,11,2,11,3
20,5,100,4,5,11,4,11,3,12,5
20,5,100,4,5,11,4,11,4,12,5
20,5,100,4,5,11,4,11,5,14,4
20,5,100,4,5,12,4,12,1,13,1
20,5,100,4,5,12,4,12,2,11,2
20,5,100,4,5,12,4,12,3,12,4
20,5,100,4,5,12,4,12,4,12,4
20,5,100,4,5,12,4,12,5,14,3
20,5,100,4,5,13,4,13,1,13,3
20,5,100,4,5,13,4,13,2,11,2
20,5,100,4,5,13,4,13,3,12,4
20,5,100,4,5,13,4,13,4,12,5
20,5,100,4,5,13,4,13,5,14,5
20,5,100,4,5,14,4,14,1,13,3
20,5,100,4,5,14,4,14,2,11,0
20,5,100,4,5,14,4,14,3,12,2
20,5,100,4,5,14,4,14,4,12,3
20,5,100,4,5,14,4,14,5,14,5
20,5,100,4,5,15,4,15,1,13,2
20,5,100,4,5,15,4,15,2,11,3
20,5,100,4,5,15,4,15,3,12,5
20,5,100,4,5,15,4,15,4,12,5
20,5,100,4,5,15,4,15,5,14,4
20,5,100,4,5,16,4,16,1,13,1
20,5,100,4,5,16,4,16,2,11,2
20,5,100,4,5,16,4,16,3,12,4
20,5,100,4,5,16,4,16,4,12,4
20,5,100,4,5,16,4,16,5,14,3
20,5,100,4,5,17,4,17,1,13,3
20,5,100,4,5,17,4,17,2,11,2
20,5,100,4,5,17,4,17,3,12,4
20,5,100,4,5,17,4,17,4,12,5
20,5,100,4,5,17,4,17,5,14,5
20,5,100,4,5,18,4,18,1,13,3
20,5,100,4,5,18,4,18,2,11,0
20,5,100,4,5,18,4,18,3,12,2
20,5,100,4,5,18,4,18,4,12,3
20,5,100,4,5,18,4,18,5,14,5
20,5,100,4,5,19,4,19,1,13,2
20,5,100,4,5,19,4,19,2,11,3
20,5,100,4,5,19,4,19,3,12,5
20,5,100,4,5,19,4,19,4,12,5
20,5,100,4,5,19,4,19,5,14,4
20,5,100,4,5,20,4,20,1,13,1
20,5,100,4,5,20,4,20,2,11,2
20,5,100,4,5,20,4,20,3,12,4
20,5,100,4,5,20,4,20,4,12,4
20,5,100,4,5,20,4,20,5,14,3
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,10,1,0,1,1,5,0
20,5,100,4,10,1,0,1,2,7,3
20,5,100,4,10,1,0,1,3,11,5
20,5,100,4,10,1,0,1,4,13,4
20,5,100,4,10,1,0,1,5,15,7
20,5,100,4,10,2,0,2,1,15,1
20,5,100,4,10,2,0,2,2,14,5
20,5,100,4,10,2,0,2,3,13,1
20,5,100,4,10,2,0,2,4,13,4
20,5,100,4,10,2,0,2,5,15,3
20,5,100,4,10,3,0,3,1,15,3
20,5,100,4,10,3,0,3,2,14,3
20,5,100,4,10,3,0,3,3,13,1
20,5,100,4,10,3,0,3,4,13,4
20,5,100,4,10,3,0,3,5,15,3
20,5,100,4,10,4,0,4,1,15,0
20,5,100,4,10,4,0,4,2,14,4
20,5,100,4,10,4,0,4,3,13,2
20,5,100,4,10,4,0,4,4,13,5
20,5,100,4,10,4,0,4,5,15,4
20,5,100,4,10,5,0,5,1,15,6
20,5,100,4,10,5,0,5,2,14,0
20,5,100,4,10,5,0,5,3,13,2
20,5,100,4,10,5,0,5,4,13,4
20,5,100,4,10,5,0,5,5,15,3
20,5,100,4,10,6,0,6,1,15,1
20,5,100,4,10,6,0,6,2,14,5
20,5,100,4,10,6,0,6,3,13,3
20,5,100,4,10,6,0,6,4,13,2
20,5,100,4,10,6,0,6,5,15,1
20,5,100,4,10,7,0,7,1,15,4
20,5,100,4,10,7,0,7,2,14,3
20,5,100,4,10,7,0,7,3,13,0
20,5,100,4,10,7,0,7,4,13,3
20,5,100,4,10,7,0,7,5,15,2
20,5,100,4,10,8,0,8,1,15,6
20,5,100,4,10,8,0,8,2,14,3
20,5,100,4,10,8,0,8,3,13,1
20,5,100,4,10,8,0,8,4,13,4
20,5,100,4,10,8,0,8,5,15,3
20,5,100,4,10,9,0,9,1,15,3
20,5,100,4,10,9,0,9,2,14,7
20,5,100,4,10,9,0,9,3,13,1
20,5,100,4,10,9,0,9,4,13,4
20,5,100,4,10,9,0,9,5,15,3
20,5,100,4,10,10,0,10,1,15,3
20,5,100,4,10,10,0,10,2,14,7
20,5,100,4,10,10,0,10,3,13,1
20,5,100,4,10,10,0,10,4,13,4
20,5,100,4,10,10,0,10,5,15,3
20,5,100,4,10,11,0,11,1,15,3
20,5,100,4,10,11,0,11,2,14,7
20,5,100,4,10,11,0,11,3,13,1
20,5,100,4,10,11,0,11,4,13,4
20,5,100,4,10,11,0,11,5,15,3
20,5,100,4,10,12,0,12,1,15,3
20,5,100,4,10,12,0,12,2,14,7
20,5,100,4,10,12,0,12,3,13,1
20,5,100,4,10,12,0,12,4,13,4
20,5,100,4,10,12,0,12,5,15,3
20,5,100,4,10,13,0,13,1,15,3
20,5,100,4,10,13,0,13,2,14,7
20,5,100,4,10,13,0,13,3,13,1
20,5,100,4,10,13,0,13,4,13,4
20,5,100,4,10,13,0,13,5,15,3
20,5,100,4,10,14,0,14,1,15,3
20,5,100,4,10,14,0,14,2,14,7
20,5,100,4,10,14,0,14,3,13,1
20,5,100,4,10,14,0,14,4,13,4
20,5,100,4,10,14,0,14,5,15,3
20,5,100,4,10,15,0,15,1,15,3
20,5,100,4,10,15,0,15,2,14,7
20,5,100,4,10,15,0,15,3,13,1
20,5,100,4,10,15,0,15,4,13,4
20,5,100,4,10,15,0,15,5,15,3
20,5,100,4,10,16,0,16,1,15,3
20,5,100,4,10,16,0,16,2,14,7
20,5,100,4,10,16,0,16,3,13,1
20,5,100,4,10,16,0,16,4,13,4
20,5,100,4,10,16,0,16,5,15,3
20,5,100,4,10,17,0,17,1,15,3
20,5,100,4,10,17,0,17,2,14,7
20,5,100,4,10,17,0,17,3,13,1
20,5,100,4,10,17,0,17,4,13,4
20,5,100,4,10,17,0,17,5,15,3
20,5,100,4,10,18,0,18,1,15,3
20,5,100,4,10,18,0,18,2,14,7
20,5,100,4,10,18,0,18,3,13,1
20,5,100,4,10,18,0,18,4,13,4
20,5,100,4,10,18,0,18,5,15,3
20,5,100,4,10,19,0,19,1,15,3
20,5,100,4,10,19,0,19,2,14,7
20,5,100,4,10,19,0,19,3,13,1
20,5,100,4,10,19,0,19,4,13,4
20,5,100,4,10,19,0,19,5,15,3
20,5,100,4,10,20,0,20,1,15,3
20,5,100,4,10,20,0,20,2,14,7
20,5,100,4,10,20,0,20,3,13,1
20,5,100,4,10,20,0,20,4,13,4
20,5,100,4,10,20,0,20,5,15,3
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,10,1,1,1,1,6,0
20,5,100,4,10,1,1,1,2,10,1
20,5,100,4,10,1,1,1,3,12,3
20,5,100,4,10,1,1,1,4,12,1
20,5,100,4,10,1,1,1,5,13,1
20,5,100,4,10,2,1,2,1,12,3
20,5,100,4,10,2,1,2,2,13,1
20,5,100,4,10,2,1,2,3,13,3
20,5,100,4,10,2,1,2,4,12,1
20,5,100,4,10,2,1,2,5,13,3
20,5,100,4,10,3,1,3,1,12,2
20,5,100,4,10,3,1,3,2,13,4
20,5,100,4,10,3,1,3,3,13,5
20,5,100,4,10,3,1,3,4,12,3
20,5,100,4,10,3,1,3,5,13,5
20,5,100,4,10,4,1,4,1,12,4
20,5,100,4,10,4,1,4,2,13,2
20,5,100,4,10,4,1,4,3,13,4
20,5,100,4,10,4,1,4,4,12,2
20,5,100,4,10,4,1,4,5,13,3
20,5,100,4,10,5,1,5,1,12,3
20,5,100,4,10,5,1,5,2,13,5
20,5,100,4,10,5,1,5,3,13,2
20,5,100,4,10,5,1,5,4,12,4
20,5,100,4,10,5,1,5,5,13,3
20,5,100,4,10,6,1,6,1,12,4
20,5,100,4,10,6,1,6,2,13,2
20,5,100,4,10,6,1,6,3,13,4
20,5,100,4,10,6,1,6,4,12,6
20,5,100,4,10,6,1,6,5,13,3
20,5,100,4,10,7,1,7,1,12,5
20,5,100,4,10,7,1,7,2,13,3
20,5,100,4,10,7,1,7,3,13,2
20,5,100,4,10,7,1,7,4,12,3
20,5,100,4,10,7,1,7,5,13,4
20,5,100,4,10,8,1,8,1,12,4
20,5,100,4,10,8,1,8,2,13,2
20,5,100,4,10,8,1,8,3,13,4
20,5,100,4,10,8,1,8,4,12,2
20,5,100,4,10,8,1,8,5,13,3
20,5,100,4,10,9,1,9,1,12,3
20,5,100,4,10,9,1,9,2,13,5
20,5,100,4,10,9,1,9,3,13,2
20,5,100,4,10,9,1,9,4,12,4
20,5,100,4,10,9,1,9,5,13,3
20,5,100,4,10,10,1,10,1,12,4
20,5,100,4,10,10,1,10,2,13,2
20,5,100,4,10,10,1,10,3,13,4
20,5,100,4,10,10,1,10,4,12,6
20,5,100,4,10,10,1,10,5,13,3
20,5,100,4,10,11,1,11,1,12,5
20,5,100,4,10,11,1,11,2,13,3
20,5,100,4,10,11,1,11,3,13,2
20,5,100,4,10,11,1,11,4,12,3
20,5,100,4,10,11,1,11,5,13,4
20,5,100,4,10,12,1,12,1,12,4
20,5,100,4,10,12,1,12,2,13,2
20,5,100,4,10,12,1,12,3,13,4
20,5,100,4,10,12,1,12,4,12,2
20,5,100,4,10,12,1,12,5,13,3
20,5,100,4,10,13,1,13,1,12,3
20,5,100,4,10,13,1,13,2,13,5
20,5,100,4,10,13,1,13,3,13,2
20,5,100,4,10,13,1,13,4,12,4
20,5,100,4,10,13,1,13,5,13,3
20,5,100,4,10,14,1,14,1,12,4
20,5,100,4,10,14,1,14,2,13,2
20,5,100,4,10,14,1,14,3,13,4
20,5,100,4,10,14,1,14,4,12,6
20,5,100,4,10,14,1,14,5,13,3
20,5,100,4,10,15,1,15,1,12,5
20,5,100,4,10,15,1,15,2,13,3
20,5,100,4,10,15,1,15,3,13,2
20,5,100,4,10,15,1,15,4,12,3
20,5,100,4,10,15,1,15,5,13,4
20,5,100,4,10,16,1,16,1,12,4
20,5,100,4,10,16,1,16,2,13,2
20,5,100,4,10,16,1,16,3,13,4
20,5,100,4,10,16,1,16,4,12,2
20,5,100,4,10,16,1,16,5,13,3
20,5,100,4,10,17,1,17,1,12,3
20,5,100,4,10,17,1,17,2,13,5
20,5,100,4,10,17,1,17,3,13,2
20,5,100,4,10,17,1,17,4,12,4
20,5,100,4,10,17,1,17,5,13,3
20,5,100,4,10,18,1,18,1,12,4
20,5,100,4,10,18,1,18,2,13,2
20,5,100,4,10,18,1,18,3,13,4
20,5,100,4,10,18,1,18,4,12,6
20,5,100,4,10,18,1,18,5,13,3
20,5,100,4,10,19,1,19,1,12,5
20,5,100,4,10,19,1,19,2,13,3
20,5,100,4,10,19,1,19,3,13,2
20,5,100,4,10,19,1,19,4,12,3
20,5,100,4,10,19,1,19,5,13,4
20,5,100,4,10,20,1,20,1,12,4
20,5,100,4,10,20,1,20,2,13,2
20,5,100,4,10,20,1,20,3,13,4
20,5,100,4,10,20,1,20,4,12,2
20,5,100,4,10,20,1,20,5,13,3
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
20,5,100,4,10,1,2,1,1,6,0
20,5,100,4,10,1,2,1,2,9,3
20,5,100,4,10,1,2,1,3,9,2
20,5,100,4,10,1,2,1,4,13,3
20,5,100,4,10,1,2,1,5,13,7
20,5,100,4,10,2,2,2,1,14,2
20,5,100,4,10,2,2,2,2,13,0
20,5,100,4,10,2,2,2,3,11,2
20,5,100,4,10,2,2,2,4,13,3
20,5,100,4,10,2,2,2,5,13,3
20,5,100,4,10,3,2,3,1,14,3
20,5,100,4,10,3,2,3,2,13,1
20,5,100,4,10,3,2,3,3,11,2
20,5,100,4,10,3,2,3,4,13,3
20,5,100,4,10,3,2,3,5,13,3
20,5,100,4,10,4,2,4,1,14,3
20,5,100,4,10,4,2,4,2,13,1
20,5,100,4,10,4,2,4,3,10,1
20,5,100,4,10,4,2,4,4,13,6
